"x","y","path","block_id","ring","segment"
1,6.12323399573677e-17,1,1,1,1
0.998629534754574,0.052335956242944,2,1,1,1
0.994521895368273,0.104528463267653,3,1,1,1
0.987688340595138,0.156434465040231,4,1,1,1
0.978147600733806,0.207911690817759,5,1,1,1
0.965925826289068,0.258819045102521,6,1,1,1
0.951056516295154,0.309016994374947,7,1,1,1
0.933580426497202,0.3583679495453,8,1,1,1
0.913545457642601,0.4067366430758,9,1,1,1
0.891006524188368,0.453990499739547,10,1,1,1
0.866025403784439,0.5,11,1,1,1
2.07846096908265,1.2,12,1,1,1
2.13841565805208,1.08957719937491,13,1,1,1
2.19250909834224,0.976167943381921,14,1,1,1
2.24059302359328,0.86008307890872,15,1,1,1
2.28253563910837,0.741640786499874,16,1,1,1
2.31822198309376,0.62116570824605,17,1,1,1
2.34755424176113,0.498988057962622,18,1,1,1
2.37045201742833,0.375442716096554,19,1,1,1
2.38685254888386,0.250868311842368,20,1,1,1
2.39671088341098,0.125606294983066,21,1,1,1
2.4,1.46957615897682e-16,22,1,1,1
0.866025403784439,0.5,1,2,1,2
0.838670567945424,0.544639035015027,2,2,1,2
0.809016994374947,0.587785252292473,3,2,1,2
0.777145961456971,0.629320391049838,4,2,1,2
0.743144825477394,0.669130606358858,5,2,1,2
0.707106781186547,0.707106781186548,6,2,1,2
0.669130606358858,0.743144825477394,7,2,1,2
0.629320391049838,0.777145961456971,8,2,1,2
0.587785252292473,0.809016994374947,9,2,1,2
0.544639035015027,0.838670567945424,10,2,1,2
0.5,0.866025403784439,11,2,1,2
1.2,2.07846096908265,12,2,1,2
1.30713368403606,2.01280936306902,13,2,1,2
1.41068460550194,1.94164078649987,14,2,1,2
1.51036893851961,1.86515030749673,15,2,1,2
1.60591345526126,1.78354758114575,16,2,1,2
1.69705627484771,1.69705627484771,17,2,1,2
1.78354758114575,1.60591345526126,18,2,1,2
1.86515030749673,1.51036893851961,19,2,1,2
1.94164078649987,1.41068460550194,20,2,1,2
2.01280936306902,1.30713368403607,21,2,1,2
2.07846096908265,1.2,22,2,1,2
0.5,0.866025403784439,1,3,1,3
0.453990499739547,0.891006524188368,2,3,1,3
0.4067366430758,0.913545457642601,3,3,1,3
0.3583679495453,0.933580426497202,4,3,1,3
0.309016994374947,0.951056516295154,5,3,1,3
0.258819045102521,0.965925826289068,6,3,1,3
0.207911690817759,0.978147600733806,7,3,1,3
0.156434465040231,0.987688340595138,8,3,1,3
0.104528463267653,0.994521895368273,9,3,1,3
0.0523359562429438,0.998629534754574,10,3,1,3
0,1,11,3,1,3
0,2.4,12,3,1,3
0.125606294983065,2.39671088341098,13,3,1,3
0.250868311842368,2.38685254888386,14,3,1,3
0.375442716096554,2.37045201742833,15,3,1,3
0.498988057962622,2.34755424176113,16,3,1,3
0.62116570824605,2.31822198309376,17,3,1,3
0.741640786499874,2.28253563910837,18,3,1,3
0.860083078908721,2.24059302359328,19,3,1,3
0.97616794338192,2.19250909834224,20,3,1,3
1.08957719937491,2.13841565805208,21,3,1,3
1.2,2.07846096908265,22,3,1,3
0,1,1,4,1,4
-0.0523359562429438,0.998629534754574,2,4,1,4
-0.104528463267653,0.994521895368273,3,4,1,4
-0.156434465040231,0.987688340595138,4,4,1,4
-0.207911690817759,0.978147600733806,5,4,1,4
-0.258819045102521,0.965925826289068,6,4,1,4
-0.309016994374947,0.951056516295154,7,4,1,4
-0.3583679495453,0.933580426497202,8,4,1,4
-0.4067366430758,0.913545457642601,9,4,1,4
-0.453990499739547,0.891006524188368,10,4,1,4
-0.5,0.866025403784439,11,4,1,4
-1.2,2.07846096908265,12,4,1,4
-1.08957719937491,2.13841565805208,13,4,1,4
-0.97616794338192,2.19250909834224,14,4,1,4
-0.860083078908721,2.24059302359328,15,4,1,4
-0.741640786499874,2.28253563910837,16,4,1,4
-0.62116570824605,2.31822198309376,17,4,1,4
-0.498988057962622,2.34755424176113,18,4,1,4
-0.375442716096554,2.37045201742833,19,4,1,4
-0.250868311842368,2.38685254888386,20,4,1,4
-0.125606294983065,2.39671088341098,21,4,1,4
0,2.4,22,4,1,4
-0.5,0.866025403784439,1,5,1,5
-0.544639035015027,0.838670567945424,2,5,1,5
-0.587785252292473,0.809016994374947,3,5,1,5
-0.629320391049838,0.777145961456971,4,5,1,5
-0.669130606358858,0.743144825477394,5,5,1,5
-0.707106781186547,0.707106781186548,6,5,1,5
-0.743144825477394,0.669130606358858,7,5,1,5
-0.777145961456971,0.629320391049838,8,5,1,5
-0.809016994374947,0.587785252292473,9,5,1,5
-0.838670567945424,0.544639035015027,10,5,1,5
-0.866025403784439,0.5,11,5,1,5
-2.07846096908265,1.2,12,5,1,5
-2.01280936306902,1.30713368403607,13,5,1,5
-1.94164078649987,1.41068460550194,14,5,1,5
-1.86515030749673,1.51036893851961,15,5,1,5
-1.78354758114575,1.60591345526126,16,5,1,5
-1.69705627484771,1.69705627484771,17,5,1,5
-1.60591345526126,1.78354758114575,18,5,1,5
-1.51036893851961,1.86515030749673,19,5,1,5
-1.41068460550194,1.94164078649987,20,5,1,5
-1.30713368403606,2.01280936306902,21,5,1,5
-1.2,2.07846096908265,22,5,1,5
-0.866025403784439,0.5,1,6,1,6
-0.891006524188368,0.453990499739547,2,6,1,6
-0.913545457642601,0.4067366430758,3,6,1,6
-0.933580426497202,0.3583679495453,4,6,1,6
-0.951056516295154,0.309016994374947,5,6,1,6
-0.965925826289068,0.258819045102521,6,6,1,6
-0.978147600733806,0.207911690817759,7,6,1,6
-0.987688340595138,0.156434465040231,8,6,1,6
-0.994521895368273,0.104528463267653,9,6,1,6
-0.998629534754574,0.052335956242944,10,6,1,6
-1,6.12323399573677e-17,11,6,1,6
-2.4,1.46957615897682e-16,12,6,1,6
-2.39671088341098,0.125606294983066,13,6,1,6
-2.38685254888386,0.250868311842368,14,6,1,6
-2.37045201742833,0.375442716096554,15,6,1,6
-2.34755424176113,0.498988057962622,16,6,1,6
-2.31822198309376,0.62116570824605,17,6,1,6
-2.28253563910837,0.741640786499874,18,6,1,6
-2.24059302359328,0.86008307890872,19,6,1,6
-2.19250909834224,0.976167943381921,20,6,1,6
-2.13841565805208,1.08957719937491,21,6,1,6
-2.07846096908265,1.2,22,6,1,6
-1,6.12323399573677e-17,1,7,1,7
-0.998629534754574,-0.0523359562429438,2,7,1,7
-0.994521895368273,-0.104528463267653,3,7,1,7
-0.987688340595138,-0.156434465040231,4,7,1,7
-0.978147600733806,-0.207911690817759,5,7,1,7
-0.965925826289068,-0.258819045102521,6,7,1,7
-0.951056516295154,-0.309016994374947,7,7,1,7
-0.933580426497202,-0.3583679495453,8,7,1,7
-0.913545457642601,-0.4067366430758,9,7,1,7
-0.891006524188368,-0.453990499739547,10,7,1,7
-0.866025403784439,-0.5,11,7,1,7
-2.07846096908265,-1.2,12,7,1,7
-2.13841565805208,-1.08957719937491,13,7,1,7
-2.19250909834224,-0.97616794338192,14,7,1,7
-2.24059302359328,-0.860083078908721,15,7,1,7
-2.28253563910837,-0.741640786499874,16,7,1,7
-2.31822198309376,-0.62116570824605,17,7,1,7
-2.34755424176113,-0.498988057962622,18,7,1,7
-2.37045201742833,-0.375442716096554,19,7,1,7
-2.38685254888386,-0.250868311842368,20,7,1,7
-2.39671088341098,-0.125606294983065,21,7,1,7
-2.4,1.46957615897682e-16,22,7,1,7
-0.866025403784439,-0.5,1,8,1,8
-0.838670567945424,-0.544639035015027,2,8,1,8
-0.809016994374947,-0.587785252292473,3,8,1,8
-0.777145961456971,-0.629320391049837,4,8,1,8
-0.743144825477394,-0.669130606358858,5,8,1,8
-0.707106781186548,-0.707106781186547,6,8,1,8
-0.669130606358858,-0.743144825477394,7,8,1,8
-0.629320391049837,-0.777145961456971,8,8,1,8
-0.587785252292473,-0.809016994374947,9,8,1,8
-0.544639035015027,-0.838670567945424,10,8,1,8
-0.5,-0.866025403784439,11,8,1,8
-1.2,-2.07846096908265,12,8,1,8
-1.30713368403607,-2.01280936306902,13,8,1,8
-1.41068460550194,-1.94164078649987,14,8,1,8
-1.51036893851961,-1.86515030749673,15,8,1,8
-1.60591345526126,-1.78354758114575,16,8,1,8
-1.69705627484771,-1.69705627484771,17,8,1,8
-1.78354758114575,-1.60591345526126,18,8,1,8
-1.86515030749673,-1.51036893851961,19,8,1,8
-1.94164078649987,-1.41068460550194,20,8,1,8
-2.01280936306902,-1.30713368403607,21,8,1,8
-2.07846096908265,-1.2,22,8,1,8
-0.5,-0.866025403784439,1,9,1,9
-0.453990499739547,-0.891006524188368,2,9,1,9
-0.4067366430758,-0.913545457642601,3,9,1,9
-0.358367949545301,-0.933580426497202,4,9,1,9
-0.309016994374948,-0.951056516295154,5,9,1,9
-0.258819045102521,-0.965925826289068,6,9,1,9
-0.207911690817759,-0.978147600733806,7,9,1,9
-0.156434465040231,-0.987688340595138,8,9,1,9
-0.104528463267654,-0.994521895368273,9,9,1,9
-0.0523359562429443,-0.998629534754574,10,9,1,9
-1.22464679914735e-16,-1,11,9,1,9
-2.93915231795365e-16,-2.4,12,9,1,9
-0.125606294983066,-2.39671088341098,13,9,1,9
-0.250868311842369,-2.38685254888386,14,9,1,9
-0.375442716096554,-2.37045201742833,15,9,1,9
-0.498988057962622,-2.34755424176113,16,9,1,9
-0.62116570824605,-2.31822198309376,17,9,1,9
-0.741640786499874,-2.28253563910837,18,9,1,9
-0.860083078908722,-2.24059302359328,19,9,1,9
-0.97616794338192,-2.19250909834224,20,9,1,9
-1.08957719937491,-2.13841565805208,21,9,1,9
-1.2,-2.07846096908265,22,9,1,9
-1.22464679914735e-16,-1,1,10,1,10
0.0523359562429436,-0.998629534754574,2,10,1,10
0.104528463267653,-0.994521895368273,3,10,1,10
0.156434465040231,-0.987688340595138,4,10,1,10
0.207911690817759,-0.978147600733806,5,10,1,10
0.25881904510252,-0.965925826289068,6,10,1,10
0.309016994374948,-0.951056516295154,7,10,1,10
0.3583679495453,-0.933580426497202,8,10,1,10
0.4067366430758,-0.913545457642601,9,10,1,10
0.453990499739546,-0.891006524188368,10,10,1,10
0.5,-0.866025403784439,11,10,1,10
1.2,-2.07846096908265,12,10,1,10
1.08957719937491,-2.13841565805208,13,10,1,10
0.976167943381919,-2.19250909834224,14,10,1,10
0.860083078908721,-2.24059302359328,15,10,1,10
0.741640786499875,-2.28253563910837,16,10,1,10
0.621165708246049,-2.31822198309376,17,10,1,10
0.498988057962622,-2.34755424176113,18,10,1,10
0.375442716096554,-2.37045201742833,19,10,1,10
0.250868311842368,-2.38685254888386,20,10,1,10
0.125606294983065,-2.39671088341098,21,10,1,10
-2.93915231795365e-16,-2.4,22,10,1,10
0.5,-0.866025403784439,1,11,1,11
0.544639035015027,-0.838670567945424,2,11,1,11
0.587785252292473,-0.809016994374948,3,11,1,11
0.629320391049837,-0.777145961456971,4,11,1,11
0.669130606358858,-0.743144825477394,5,11,1,11
0.707106781186547,-0.707106781186548,6,11,1,11
0.743144825477394,-0.669130606358858,7,11,1,11
0.777145961456971,-0.629320391049837,8,11,1,11
0.809016994374947,-0.587785252292473,9,11,1,11
0.838670567945424,-0.544639035015027,10,11,1,11
0.866025403784438,-0.5,11,11,1,11
2.07846096908265,-1.2,12,11,1,11
2.01280936306902,-1.30713368403606,13,11,1,11
1.94164078649987,-1.41068460550194,14,11,1,11
1.86515030749673,-1.51036893851961,15,11,1,11
1.78354758114575,-1.60591345526126,16,11,1,11
1.69705627484771,-1.69705627484771,17,11,1,11
1.60591345526126,-1.78354758114575,18,11,1,11
1.51036893851961,-1.86515030749673,19,11,1,11
1.41068460550194,-1.94164078649987,20,11,1,11
1.30713368403607,-2.01280936306902,21,11,1,11
1.2,-2.07846096908265,22,11,1,11
0.866025403784438,-0.5,1,12,1,12
0.891006524188368,-0.453990499739547,2,12,1,12
0.913545457642601,-0.4067366430758,3,12,1,12
0.933580426497202,-0.358367949545301,4,12,1,12
0.951056516295154,-0.309016994374948,5,12,1,12
0.965925826289068,-0.258819045102521,6,12,1,12
0.978147600733806,-0.20791169081776,7,12,1,12
0.987688340595138,-0.156434465040231,8,12,1,12
0.994521895368273,-0.104528463267654,9,12,1,12
0.998629534754574,-0.0523359562429434,10,12,1,12
1,-1.83697019872103e-16,11,12,1,12
2.4,-4.40872847693047e-16,12,12,1,12
2.39671088341098,-0.125606294983064,13,12,1,12
2.38685254888386,-0.25086831184237,14,12,1,12
2.37045201742833,-0.375442716096554,15,12,1,12
2.34755424176113,-0.498988057962623,16,12,1,12
2.31822198309376,-0.621165708246049,17,12,1,12
2.28253563910837,-0.741640786499874,18,12,1,12
2.24059302359328,-0.860083078908722,19,12,1,12
2.19250909834224,-0.97616794338192,20,12,1,12
2.13841565805208,-1.08957719937491,21,12,1,12
2.07846096908265,-1.2,22,12,1,12
2.4,1.46957615897682e-16,1,13,2,1
2.39671088341098,0.125606294983066,2,13,2,1
2.38685254888386,0.250868311842368,3,13,2,1
2.37045201742833,0.375442716096554,4,13,2,1
2.34755424176113,0.498988057962622,5,13,2,1
2.31822198309376,0.62116570824605,6,13,2,1
2.28253563910837,0.741640786499874,7,13,2,1
2.24059302359328,0.86008307890872,8,13,2,1
2.19250909834224,0.976167943381921,9,13,2,1
2.13841565805208,1.08957719937491,10,13,2,1
2.07846096908265,1.2,11,13,2,1
3.29089653438087,1.9,12,13,2,1
3.3858247919158,1.72516389901028,13,13,2,1
3.47147273904188,1.54559924368804,14,13,2,1
3.54760562068937,1.36179820827214,15,13,2,1
3.61401476192158,1.1742645786248,16,13,2,1
3.67051813989846,0.983512371389579,17,13,2,1
3.71696088278846,0.790064425107485,18,13,2,1
3.75321569426152,0.594450967152877,19,13,2,1
3.77918320239944,0.397208160417083,20,13,2,1
3.79479223206738,0.198876633723187,21,13,2,1
3.8,2.32682891837997e-16,22,13,2,1
2.07846096908265,1.2,1,14,2,2
2.01280936306902,1.30713368403607,2,14,2,2
1.94164078649987,1.41068460550194,3,14,2,2
1.86515030749673,1.51036893851961,4,14,2,2
1.78354758114575,1.60591345526126,5,14,2,2
1.69705627484771,1.69705627484771,6,14,2,2
1.60591345526126,1.78354758114575,7,14,2,2
1.51036893851961,1.86515030749673,8,14,2,2
1.41068460550194,1.94164078649987,9,14,2,2
1.30713368403606,2.01280936306902,10,14,2,2
1.2,2.07846096908265,11,14,2,2
1.9,3.29089653438087,12,14,2,2
2.0696283330571,3.18694815819261,13,14,2,2
2.2335839587114,3.0742645786248,14,14,2,2
2.39141748598938,2.95315465353649,15,14,2,2
2.54269630416366,2.8239503368141,16,14,2,2
2.68700576850888,2.68700576850888,17,14,2,2
2.8239503368141,2.54269630416366,18,14,2,2
2.95315465353649,2.39141748598938,19,14,2,2
3.0742645786248,2.2335839587114,20,14,2,2
3.18694815819261,2.0696283330571,21,14,2,2
3.29089653438087,1.9,22,14,2,2
1.2,2.07846096908265,1,15,2,3
1.08957719937491,2.13841565805208,2,15,2,3
0.97616794338192,2.19250909834224,3,15,2,3
0.860083078908721,2.24059302359328,4,15,2,3
0.741640786499874,2.28253563910837,5,15,2,3
0.62116570824605,2.31822198309376,6,15,2,3
0.498988057962622,2.34755424176113,7,15,2,3
0.375442716096554,2.37045201742833,8,15,2,3
0.250868311842368,2.38685254888386,9,15,2,3
0.125606294983065,2.39671088341098,10,15,2,3
0,2.4,11,15,2,3
0,3.8,12,15,2,3
0.198876633723187,3.79479223206738,13,15,2,3
0.397208160417083,3.77918320239944,14,15,2,3
0.594450967152877,3.75321569426152,15,15,2,3
0.790064425107485,3.71696088278846,16,15,2,3
0.983512371389579,3.67051813989846,17,15,2,3
1.1742645786248,3.61401476192158,18,15,2,3
1.36179820827214,3.54760562068937,19,15,2,3
1.54559924368804,3.47147273904188,20,15,2,3
1.72516389901028,3.3858247919158,21,15,2,3
1.9,3.29089653438087,22,15,2,3
0,2.4,1,16,2,4
-0.125606294983065,2.39671088341098,2,16,2,4
-0.250868311842368,2.38685254888386,3,16,2,4
-0.375442716096554,2.37045201742833,4,16,2,4
-0.498988057962622,2.34755424176113,5,16,2,4
-0.62116570824605,2.31822198309376,6,16,2,4
-0.741640786499874,2.28253563910837,7,16,2,4
-0.860083078908721,2.24059302359328,8,16,2,4
-0.97616794338192,2.19250909834224,9,16,2,4
-1.08957719937491,2.13841565805208,10,16,2,4
-1.2,2.07846096908265,11,16,2,4
-1.9,3.29089653438087,12,16,2,4
-1.72516389901028,3.3858247919158,13,16,2,4
-1.54559924368804,3.47147273904188,14,16,2,4
-1.36179820827214,3.54760562068937,15,16,2,4
-1.1742645786248,3.61401476192158,16,16,2,4
-0.983512371389579,3.67051813989846,17,16,2,4
-0.790064425107485,3.71696088278846,18,16,2,4
-0.594450967152877,3.75321569426152,19,16,2,4
-0.397208160417083,3.77918320239944,20,16,2,4
-0.198876633723187,3.79479223206738,21,16,2,4
0,3.8,22,16,2,4
-1.2,2.07846096908265,1,17,2,5
-1.30713368403606,2.01280936306902,2,17,2,5
-1.41068460550194,1.94164078649987,3,17,2,5
-1.51036893851961,1.86515030749673,4,17,2,5
-1.60591345526126,1.78354758114575,5,17,2,5
-1.69705627484771,1.69705627484771,6,17,2,5
-1.78354758114575,1.60591345526126,7,17,2,5
-1.86515030749673,1.51036893851961,8,17,2,5
-1.94164078649987,1.41068460550194,9,17,2,5
-2.01280936306902,1.30713368403607,10,17,2,5
-2.07846096908265,1.2,11,17,2,5
-3.29089653438087,1.9,12,17,2,5
-3.18694815819261,2.0696283330571,13,17,2,5
-3.0742645786248,2.2335839587114,14,17,2,5
-2.95315465353649,2.39141748598938,15,17,2,5
-2.8239503368141,2.54269630416366,16,17,2,5
-2.68700576850888,2.68700576850888,17,17,2,5
-2.54269630416366,2.8239503368141,18,17,2,5
-2.39141748598938,2.95315465353649,19,17,2,5
-2.2335839587114,3.0742645786248,20,17,2,5
-2.0696283330571,3.18694815819261,21,17,2,5
-1.9,3.29089653438087,22,17,2,5
-2.07846096908265,1.2,1,18,2,6
-2.13841565805208,1.08957719937491,2,18,2,6
-2.19250909834224,0.976167943381921,3,18,2,6
-2.24059302359328,0.86008307890872,4,18,2,6
-2.28253563910837,0.741640786499874,5,18,2,6
-2.31822198309376,0.62116570824605,6,18,2,6
-2.34755424176113,0.498988057962622,7,18,2,6
-2.37045201742833,0.375442716096554,8,18,2,6
-2.38685254888386,0.250868311842368,9,18,2,6
-2.39671088341098,0.125606294983066,10,18,2,6
-2.4,1.46957615897682e-16,11,18,2,6
-3.8,2.32682891837997e-16,12,18,2,6
-3.79479223206738,0.198876633723187,13,18,2,6
-3.77918320239944,0.397208160417083,14,18,2,6
-3.75321569426152,0.594450967152877,15,18,2,6
-3.71696088278846,0.790064425107485,16,18,2,6
-3.67051813989846,0.983512371389579,17,18,2,6
-3.61401476192158,1.1742645786248,18,18,2,6
-3.54760562068937,1.36179820827214,19,18,2,6
-3.47147273904188,1.54559924368804,20,18,2,6
-3.3858247919158,1.72516389901028,21,18,2,6
-3.29089653438087,1.9,22,18,2,6
-2.4,1.46957615897682e-16,1,19,2,7
-2.39671088341098,-0.125606294983065,2,19,2,7
-2.38685254888386,-0.250868311842368,3,19,2,7
-2.37045201742833,-0.375442716096554,4,19,2,7
-2.34755424176113,-0.498988057962622,5,19,2,7
-2.31822198309376,-0.62116570824605,6,19,2,7
-2.28253563910837,-0.741640786499874,7,19,2,7
-2.24059302359328,-0.860083078908721,8,19,2,7
-2.19250909834224,-0.97616794338192,9,19,2,7
-2.13841565805208,-1.08957719937491,10,19,2,7
-2.07846096908265,-1.2,11,19,2,7
-3.29089653438087,-1.9,12,19,2,7
-3.3858247919158,-1.72516389901028,13,19,2,7
-3.47147273904188,-1.54559924368804,14,19,2,7
-3.54760562068937,-1.36179820827214,15,19,2,7
-3.61401476192158,-1.1742645786248,16,19,2,7
-3.67051813989846,-0.983512371389579,17,19,2,7
-3.71696088278846,-0.790064425107485,18,19,2,7
-3.75321569426152,-0.594450967152878,19,19,2,7
-3.77918320239944,-0.397208160417083,20,19,2,7
-3.79479223206738,-0.198876633723187,21,19,2,7
-3.8,2.32682891837997e-16,22,19,2,7
-2.07846096908265,-1.2,1,20,2,8
-2.01280936306902,-1.30713368403607,2,20,2,8
-1.94164078649987,-1.41068460550194,3,20,2,8
-1.86515030749673,-1.51036893851961,4,20,2,8
-1.78354758114575,-1.60591345526126,5,20,2,8
-1.69705627484771,-1.69705627484771,6,20,2,8
-1.60591345526126,-1.78354758114575,7,20,2,8
-1.51036893851961,-1.86515030749673,8,20,2,8
-1.41068460550194,-1.94164078649987,9,20,2,8
-1.30713368403607,-2.01280936306902,10,20,2,8
-1.2,-2.07846096908265,11,20,2,8
-1.9,-3.29089653438087,12,20,2,8
-2.0696283330571,-3.18694815819261,13,20,2,8
-2.2335839587114,-3.0742645786248,14,20,2,8
-2.39141748598938,-2.95315465353649,15,20,2,8
-2.54269630416366,-2.8239503368141,16,20,2,8
-2.68700576850888,-2.68700576850888,17,20,2,8
-2.8239503368141,-2.54269630416366,18,20,2,8
-2.95315465353649,-2.39141748598938,19,20,2,8
-3.0742645786248,-2.2335839587114,20,20,2,8
-3.18694815819261,-2.0696283330571,21,20,2,8
-3.29089653438087,-1.9,22,20,2,8
-1.2,-2.07846096908265,1,21,2,9
-1.08957719937491,-2.13841565805208,2,21,2,9
-0.97616794338192,-2.19250909834224,3,21,2,9
-0.860083078908722,-2.24059302359328,4,21,2,9
-0.741640786499874,-2.28253563910837,5,21,2,9
-0.62116570824605,-2.31822198309376,6,21,2,9
-0.498988057962622,-2.34755424176113,7,21,2,9
-0.375442716096554,-2.37045201742833,8,21,2,9
-0.250868311842369,-2.38685254888386,9,21,2,9
-0.125606294983066,-2.39671088341098,10,21,2,9
-2.93915231795365e-16,-2.4,11,21,2,9
-4.65365783675994e-16,-3.8,12,21,2,9
-0.198876633723188,-3.79479223206738,13,21,2,9
-0.397208160417084,-3.77918320239944,14,21,2,9
-0.594450967152878,-3.75321569426152,15,21,2,9
-0.790064425107485,-3.71696088278846,16,21,2,9
-0.98351237138958,-3.67051813989846,17,21,2,9
-1.1742645786248,-3.61401476192158,18,21,2,9
-1.36179820827214,-3.54760562068937,19,21,2,9
-1.54559924368804,-3.47147273904188,20,21,2,9
-1.72516389901028,-3.3858247919158,21,21,2,9
-1.9,-3.29089653438087,22,21,2,9
-2.93915231795365e-16,-2.4,1,22,2,10
0.125606294983065,-2.39671088341098,2,22,2,10
0.250868311842368,-2.38685254888386,3,22,2,10
0.375442716096554,-2.37045201742833,4,22,2,10
0.498988057962622,-2.34755424176113,5,22,2,10
0.621165708246049,-2.31822198309376,6,22,2,10
0.741640786499875,-2.28253563910837,7,22,2,10
0.860083078908721,-2.24059302359328,8,22,2,10
0.976167943381919,-2.19250909834224,9,22,2,10
1.08957719937491,-2.13841565805208,10,22,2,10
1.2,-2.07846096908265,11,22,2,10
1.9,-3.29089653438087,12,22,2,10
1.72516389901028,-3.3858247919158,13,22,2,10
1.54559924368804,-3.47147273904188,14,22,2,10
1.36179820827214,-3.54760562068937,15,22,2,10
1.1742645786248,-3.61401476192158,16,22,2,10
0.983512371389577,-3.67051813989846,17,22,2,10
0.790064425107484,-3.71696088278846,18,22,2,10
0.594450967152877,-3.75321569426152,19,22,2,10
0.397208160417083,-3.77918320239944,20,22,2,10
0.198876633723186,-3.79479223206738,21,22,2,10
-4.65365783675994e-16,-3.8,22,22,2,10
1.2,-2.07846096908265,1,23,2,11
1.30713368403607,-2.01280936306902,2,23,2,11
1.41068460550194,-1.94164078649987,3,23,2,11
1.51036893851961,-1.86515030749673,4,23,2,11
1.60591345526126,-1.78354758114575,5,23,2,11
1.69705627484771,-1.69705627484771,6,23,2,11
1.78354758114575,-1.60591345526126,7,23,2,11
1.86515030749673,-1.51036893851961,8,23,2,11
1.94164078649987,-1.41068460550194,9,23,2,11
2.01280936306902,-1.30713368403606,10,23,2,11
2.07846096908265,-1.2,11,23,2,11
3.29089653438087,-1.9,12,23,2,11
3.18694815819261,-2.0696283330571,13,23,2,11
3.0742645786248,-2.2335839587114,14,23,2,11
2.95315465353649,-2.39141748598938,15,23,2,11
2.8239503368141,-2.54269630416366,16,23,2,11
2.68700576850888,-2.68700576850888,17,23,2,11
2.54269630416366,-2.8239503368141,18,23,2,11
2.39141748598938,-2.95315465353649,19,23,2,11
2.2335839587114,-3.0742645786248,20,23,2,11
2.0696283330571,-3.18694815819261,21,23,2,11
1.9,-3.29089653438087,22,23,2,11
2.07846096908265,-1.2,1,24,2,12
2.13841565805208,-1.08957719937491,2,24,2,12
2.19250909834224,-0.97616794338192,3,24,2,12
2.24059302359328,-0.860083078908722,4,24,2,12
2.28253563910837,-0.741640786499874,5,24,2,12
2.31822198309376,-0.621165708246049,6,24,2,12
2.34755424176113,-0.498988057962623,7,24,2,12
2.37045201742833,-0.375442716096554,8,24,2,12
2.38685254888386,-0.25086831184237,9,24,2,12
2.39671088341098,-0.125606294983064,10,24,2,12
2.4,-4.40872847693047e-16,11,24,2,12
3.8,-6.98048675513991e-16,12,24,2,12
3.79479223206738,-0.198876633723185,13,24,2,12
3.77918320239944,-0.397208160417086,14,24,2,12
3.75321569426152,-0.594450967152878,15,24,2,12
3.71696088278846,-0.790064425107487,16,24,2,12
3.67051813989846,-0.983512371389578,17,24,2,12
3.61401476192158,-1.1742645786248,18,24,2,12
3.54760562068937,-1.36179820827214,19,24,2,12
3.47147273904188,-1.54559924368804,20,24,2,12
3.3858247919158,-1.72516389901028,21,24,2,12
3.29089653438087,-1.9,22,24,2,12
